GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    2265 2002  3 18  3  2  1 310  4.8479    183.00806    855.85154    804.99471     -6.01521      0.00000     -3.10350    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34737  -0.01588  -1.00000
    2267 2002  3 18  3  2 11   6  4.8479    182.99889    855.78529    804.93015     -6.24027      0.00000     -3.16871    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34667  -0.01588  -1.00000
    2269 2002  3 18  3  2 20 702  4.8480    182.98972    855.72021    804.86660     -6.45707      0.00000     -3.23083    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34596  -0.01588  -1.00000
    2271 2002  3 18  3  2 30 398  4.8480    182.98055    855.65668    804.80402     -6.66494      0.00000     -3.28846    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34526  -0.01588  -1.00000
    2273 2002  3 18  3  2 40  94  4.8481    182.97139    855.59455    804.74221     -6.86232      0.00000     -3.34196    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34455  -0.01588  -1.00000
    2276 2002  3 18  3  2 54 638  4.8481    182.95765    855.50265    804.65080     -7.14750      0.00000     -3.41380    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34349  -0.01587  -1.00000
    2278 2002  3 18  3  3  4 334  4.8482    182.94850    855.44266    804.59066     -7.30148      0.00000     -3.45464    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34279  -0.01587  -1.00000
    2280 2002  3 18  3  3 14  31  4.8482    182.93935    855.38278    804.53087     -7.43757      0.00000     -3.48995    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34208  -0.01587  -1.00000
    2282 2002  3 18  3  3 23 728  4.8483    182.93020    855.32322    804.47136     -7.56227      0.00000     -3.51949    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34138  -0.01587  -1.00000
    2284 2002  3 18  3  3 33 424  4.8484    182.92106    855.26390    804.41194     -7.67496      0.00000     -3.54241    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.34067  -0.01587  -1.00000
    2286 2002  3 18  3  3 43 121  4.8484    182.91192    855.20396    804.35252     -7.77160      0.00000     -3.55919    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33997  -0.01587  -1.00000
    2288 2002  3 18  3  3 52 818  4.8485    182.90278    855.14386    804.29300     -7.83227      0.00000     -3.57055    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33926  -0.01587  -1.00000
    2290 2002  3 18  3  4  2 515  4.8485    182.89365    855.08296    804.23323     -7.86465      0.00000     -3.57494    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33856  -0.01587  -1.00000
    2292 2002  3 18  3  4 12 212  4.8486    182.88452    855.02169    804.17310     -7.86962      0.00000     -3.57323    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33785  -0.01587  -1.00000
    2294 2002  3 18  3  4 21 909  4.8486    182.87539    854.95927    804.11249     -7.84698      0.00000     -3.56405    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33715  -0.01587  -1.00000
    2296 2002  3 18  3  4 31 607  4.8487    182.86626    854.89625    804.05121     -7.79822      0.00000     -3.54863    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33644  -0.01587  -1.00000
    2298 2002  3 18  3  4 41 304  4.8487    182.85714    854.83210    803.98922     -7.72526      0.00000     -3.52731    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33574  -0.01587  -1.00000
    2300 2002  3 18  3  4 51   2  4.8488    182.84801    854.76570    803.92647     -7.63033      0.00000     -3.50079    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33503  -0.01586  -1.00000
    2302 2002  3 18  3  5  0 699  4.8488    182.83889    854.69801    803.86290     -7.53036      0.00000     -3.46941    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33433  -0.01586  -1.00000
    2304 2002  3 18  3  5 10 397  4.8489    182.82977    854.62905    803.79843     -7.39973      0.00000     -3.43283    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33362  -0.01586  -1.00000
    2306 2002  3 18  3  5 20  95  4.8489    182.82065    854.55849    803.73301     -7.25149      0.00000     -3.39064    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33292  -0.01586  -1.00000
    2309 2002  3 18  3  5 34 642  4.8490    182.80698    854.44890    803.63288     -7.00168      0.00000     -3.31807    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33186  -0.01586  -1.00000
    2311 2002  3 18  3  5 44 340  4.8491    182.79787    854.37294    803.56472     -6.81584      0.00000     -3.26412    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33115  -0.01586  -1.00000
    2313 2002  3 18  3  5 54  38  4.8491    182.78876    854.29527    803.49540     -6.61555      0.00000     -3.20654    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.33045  -0.01586  -1.00000
    2315 2002  3 18  3  6  3 737  4.8492    182.77965    854.21580    803.42492     -6.40379      0.00000     -3.14672    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32974  -0.01586  -1.00000
    2317 2002  3 18  3  6 13 435  4.8492    182.77055    854.13434    803.35323     -6.19012      0.00000     -3.08398    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32904  -0.01586  -1.00000
    2319 2002  3 18  3  6 23 134  4.8493    182.76146    854.05062    803.28033     -5.97063      0.00000     -3.01925    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32833  -0.01586  -1.00000
    2321 2002  3 18  3  6 32 832  4.8494    182.75237    853.96457    803.20625     -5.73791      0.00000     -2.95212    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32763  -0.01586  -1.00000
    2323 2002  3 18  3  6 42 531  4.8494    182.74328    853.87690    803.13089     -5.50366      0.00000     -2.88369    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32692  -0.01585  -1.00000
    2325 2002  3 18  3  6 52 230  4.8495    182.73421    853.78736    803.05436     -5.27430      0.00000     -2.81446    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32622  -0.01585  -1.00000
    2327 2002  3 18  3  7  1 929  4.8495    182.72513    853.69526    802.97660     -5.04040      0.00000     -2.74563    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32551  -0.01585  -1.00000
    2329 2002  3 18  3  7 11 628  4.8496    182.71606    853.60231    802.89769     -4.80053      0.00000     -2.67698    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32481  -0.01585  -1.00000
    2331 2002  3 18  3  7 21 327  4.8496    182.70700    853.50648    802.81761     -4.56562      0.00000     -2.60940    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32410  -0.01585  -1.00000
    2333 2002  3 18  3  7 31  27  4.8497    182.69793    853.40874    802.73644     -4.34403      0.00000     -2.54224    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32339  -0.01585  -1.00000
    2335 2002  3 18  3  7 40 726  4.8497    182.68888    853.31004    802.65415     -4.13140      0.00000     -2.47717    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32269  -0.01585  -1.00000
    2337 2002  3 18  3  7 50 426  4.8498    182.67982    853.20981    802.57083     -3.93007      0.00000     -2.41380    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32198  -0.01585  -1.00000
    2339 2002  3 18  3  8  0 125  4.8498    182.67079    853.10715    802.48650     -3.74781      0.00000     -2.35215    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32128  -0.01585  -1.00000
    2342 2002  3 18  3  8 14 675  4.8499    182.65733    852.95073    802.35830     -3.55715      0.00000     -2.26590    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.32022  -0.01585  -1.00000
    2344 2002  3 18  3  8 24 375  4.8500    182.64842    852.84420    802.27180     -3.43265      0.00000     -2.21303    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31952  -0.01585  -1.00000
    2346 2002  3 18  3  8 34  75  4.8500    182.63955    852.73733    802.18460     -3.34487      0.00000     -2.16488    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31881  -0.01585  -1.00000
    2348 2002  3 18  3  8 43 775  4.8501    182.63065    852.63000    802.09676     -3.24130      0.00000     -2.12065    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31810  -0.01584  -1.00000
    2350 2002  3 18  3  8 53 475  4.8502    182.62172    852.52081    802.00838     -3.19264      0.00000     -2.08046    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31740  -0.01584  -1.00000
    2352 2002  3 18  3  9  3 176  4.8502    182.61277    852.41068    801.91953     -3.15714      0.00000     -2.04510    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31669  -0.01584  -1.00000
    2354 2002  3 18  3  9 12 876  4.8503    182.60380    852.30166    801.83030     -3.08001      0.00000     -2.01324    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31599  -0.01584  -1.00000
    2356 2002  3 18  3  9 22 577  4.8503    182.59482    852.19150    801.74072     -3.03329      0.00000     -1.98730    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31528  -0.01584  -1.00000
    2358 2002  3 18  3  9 32 278  4.8504    182.58584    852.07973    801.65100     -3.02572      0.00000     -1.96640    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31458  -0.01584  -1.00000
    2360 2002  3 18  3  9 41 979  4.8504    182.57685    851.96879    801.56113     -2.98332      0.00000     -1.95013    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31387  -0.01584  -1.00000
    2362 2002  3 18  3  9 51 680  4.8505    182.56787    851.85914    801.47131     -2.96780      0.00000     -1.93897    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31317  -0.01584  -1.00000
    2364 2002  3 18  3 10  1 381  4.8506    182.55888    851.74810    801.38158     -2.98062      0.00000     -1.93304    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31246  -0.01584  -1.00000
    2366 2002  3 18  3 10 11  82  4.8506    182.54990    851.63755    801.29203     -2.96530      0.00000     -1.93218    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31176  -0.01584  -1.00000
    2368 2002  3 18  3 10 20 783  4.8507    182.54093    851.52812    801.20279     -2.99784      0.00000     -1.93719    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31105  -0.01584  -1.00000
    2370 2002  3 18  3 10 30 485  4.8507    182.53195    851.41975    801.11391     -3.01753      0.00000     -1.94737    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.31034  -0.01584  -1.00000
    2372 2002  3 18  3 10 40 186  4.8508    182.52298    851.31175    801.02548     -3.01572      0.00000     -1.96165    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30964  -0.01583  -1.00000
    2375 2002  3 18  3 10 54 739  4.8509    182.50952    851.15185    800.89394     -3.08308      0.00000     -1.99295    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30858  -0.01583  -1.00000
    2377 2002  3 18  3 11  4 440  4.8509    182.50054    851.04709    800.80706     -3.11179      0.00000     -2.01929    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30787  -0.01583  -1.00000
    2379 2002  3 18  3 11 14 142  4.8510    182.49159    850.94314    800.72093     -3.19558      0.00000     -2.05053    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30717  -0.01583  -1.00000
    2381 2002  3 18  3 11 23 844  4.8510    182.48264    850.84039    800.63564     -3.22504      0.00000     -2.08631    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30646  -0.01583  -1.00000
    2383 2002  3 18  3 11 33 546  4.8511    182.47370    850.73983    800.55120     -3.31956      0.00000     -2.12544    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30576  -0.01583  -1.00000
    2385 2002  3 18  3 11 43 249  4.8511    182.46477    850.64077    800.46774     -3.39719      0.00000     -2.16846    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30505  -0.01583  -1.00000
    2387 2002  3 18  3 11 52 951  4.8512    182.45583    850.54327    800.38527     -3.46588      0.00000     -2.21375    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30435  -0.01583  -1.00000
    2389 2002  3 18  3 12  2 653  4.8512    182.44689    850.44786    800.30381     -3.59755      0.00000     -2.26261    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30364  -0.01583  -1.00000
    2391 2002  3 18  3 12 12 356  4.8513    182.43795    850.35443    800.22345     -3.70784      0.00000     -2.31396    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30294  -0.01583  -1.00000
    2393 2002  3 18  3 12 22  59  4.8514    182.42901    850.26305    800.14417     -3.83136      0.00000     -2.36707    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30223  -0.01583  -1.00000
    2395 2002  3 18  3 12 31 762  4.8514    182.42007    850.17332    800.06603     -3.95037      0.00000     -2.42180    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30152  -0.01582  -1.00000
    2397 2002  3 18  3 12 41 464  4.8515    182.41113    850.08572    799.98899     -4.12057      0.00000     -2.47800    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30082  -0.01582  -1.00000
    2399 2002  3 18  3 12 51 167  4.8515    182.40218    849.99988    799.91306     -4.28554      0.00000     -2.53454    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.30011  -0.01582  -1.00000
    2401 2002  3 18  3 13  0 871  4.8516    182.39323    849.91577    799.83828     -4.45613      0.00000     -2.59301    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29941  -0.01582  -1.00000
    2403 2002  3 18  3 13 10 574  4.8516    182.38428    849.83363    799.76465     -4.61908      0.00000     -2.65126    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29870  -0.01582  -1.00000
    2405 2002  3 18  3 13 20 277  4.8517    182.37533    849.75322    799.69208     -4.78939      0.00000     -2.70912    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29800  -0.01582  -1.00000
    2408 2002  3 18  3 13 34 833  4.8518    182.36191    849.63627    799.58521     -5.03198      0.00000     -2.79491    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29694  -0.01582  -1.00000
    2410 2002  3 18  3 13 44 536  4.8519    182.35296    849.56019    799.51525     -5.20961      0.00000     -2.85075    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29623  -0.01582  -1.00000
    2412 2002  3 18  3 13 54 240  4.8519    182.34401    849.48577    799.44629     -5.37378      0.00000     -2.90617    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29553  -0.01582  -1.00000
    2414 2002  3 18  3 14  3 944  4.8520    182.33506    849.41318    799.37836     -5.54886      0.00000     -2.95897    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29482  -0.01582  -1.00000
    2416 2002  3 18  3 14 13 648  4.8520    182.32612    849.34172    799.31129     -5.72047      0.00000     -3.00956    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29412  -0.01582  -1.00000
    2418 2002  3 18  3 14 23 352  4.8521    182.31717    849.27163    799.24505     -5.88568      0.00000     -3.05770    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29341  -0.01582  -1.00000
    2420 2002  3 18  3 14 33  56  4.8521    182.30822    849.20293    799.17952     -6.04246      0.00000     -3.10214    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.29270  -0.01581  -1.00000
